Date,Arena,Visitor_Team,Home_Team,player_team,is_home,opponent,player_name,player_id,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,adv_TS%,adv_eFG%,adv_3PAr,adv_FTr,adv_ORB%,adv_DRB%,adv_TRB%,adv_AST%,adv_STL%,adv_BLK%,adv_TOV%,adv_USG%,adv_ORtg,adv_DRtg,adv_BPM
"Sat, Dec 26, 2020",Moda Center,Houston Rockets,Portland Trail Blazers,Portland Trail Blazers,True,Houston Rockets,Derrick Jones Jr.,jonesde02,36.4,2,4,0.5,0,0,,2,4,0.5,2,4,6,1,1,1,0,5,6,6.2,5,0.521,0.5,0.0,1.0,6.8,13.2,10.0,3.3,1.4,2.8,0.0,6.7,131.0,118.0,-5.1
"Sat, Dec 26, 2020",Moda Center,Houston Rockets,Portland Trail Blazers,Portland Trail Blazers,True,Houston Rockets,Jusuf NurkiÄ,nurkiju01,34.75,5,11,0.455,0,2,0.0,2,6,0.333,3,8,11,6,0,1,3,3,12,9.9,10,0.44,0.455,0.182,0.545,10.6,27.7,19.3,23.2,0.0,2.9,18.0,20.3,99.0,119.0,-4.4
"Sat, Dec 26, 2020",Moda Center,Houston Rockets,Portland Trail Blazers,Portland Trail Blazers,True,Houston Rockets,Carmelo Anthony,anthoca01,20.433333333333334,2,9,0.222,1,2,0.5,0,0,,0,1,1,2,2,0,0,2,5,2.4,-16,0.278,0.278,0.222,0.0,0.0,5.9,3.0,12.4,4.8,0.0,0.0,18.7,77.0,114.0,-7.9
"Sat, Dec 26, 2020",Moda Center,Houston Rockets,Portland Trail Blazers,Portland Trail Blazers,True,Houston Rockets,Enes Freedom,kanteen01,18.25,4,5,0.8,0,0,,2,2,1.0,4,5,9,0,0,1,2,2,10,10.3,-8,0.85,0.8,0.0,0.4,27.0,33.0,30.0,0.0,0.0,5.6,25.4,18.3,137.0,116.0,-0.5
"Sat, Dec 26, 2020",Moda Center,Houston Rockets,Portland Trail Blazers,Portland Trail Blazers,True,Houston Rockets,Rodney Hood,hoodro01,15.75,1,2,0.5,1,2,0.5,0,0,,0,0,0,1,2,0,1,2,3,2.9,-1,0.75,0.75,1.0,0.0,0.0,0.0,0.0,7.7,6.3,0.0,33.3,8.1,104.0,112.0,0.3
"Sat, Dec 26, 2020",Moda Center,Houston Rockets,Portland Trail Blazers,Portland Trail Blazers,True,Houston Rockets,Anfernee Simons,simonan01,9.85,2,5,0.4,2,5,0.4,1,2,0.5,0,1,1,0,1,2,0,0,7,6.6,-5,0.595,0.6,1.0,0.4,0.0,12.2,6.2,0.0,5.0,20.7,0.0,25.3,121.0,99.0,17.9
"Sat, Dec 26, 2020",Moda Center,Houston Rockets,Portland Trail Blazers,Portland Trail Blazers,True,Houston Rockets,Gary Trent Jr.,trentga02,5.916666666666667,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,1,0,-0.8,-8,0.0,0.0,1.0,0.0,0.0,20.4,10.3,0.0,0.0,0.0,0.0,7.2,0.0,122.0,-18.7
"Sat, Dec 26, 2020",Golden 1 Center,Phoenix Suns,Sacramento Kings,Phoenix Suns,False,Sacramento Kings,Devin Booker,bookede01,38.25,10,21,0.476,3,7,0.429,3,3,1.0,0,3,3,3,1,0,7,5,26,10.3,3,0.582,0.548,0.333,0.143,0.0,8.4,3.9,13.2,1.2,0.0,23.9,32.1,87.0,108.0,-4.5
"Sat, Dec 26, 2020",Golden 1 Center,Phoenix Suns,Sacramento Kings,Phoenix Suns,False,Sacramento Kings,Chris Paul,paulch01,32.78333333333333,8,19,0.421,2,6,0.333,4,5,0.8,1,4,5,12,2,1,0,4,22,22.9,-1,0.519,0.474,0.316,0.263,2.9,13.0,7.6,60.0,2.9,2.3,0.0,27.1,127.0,102.0,14.4
"Sat, Dec 26, 2020",Golden 1 Center,Phoenix Suns,Sacramento Kings,Phoenix Suns,False,Sacramento Kings,Jae Crowder,crowdja01,32.733333333333334,7,13,0.538,3,8,0.375,0,0,,1,7,8,2,1,0,0,1,17,15.5,-1,0.654,0.654,0.615,0.0,2.9,22.8,12.2,9.5,1.4,0.0,0.0,16.6,133.0,103.0,7.0
"Sat, Dec 26, 2020",Golden 1 Center,Phoenix Suns,Sacramento Kings,Phoenix Suns,False,Sacramento Kings,Deandre Ayton,aytonde01,29.933333333333334,3,5,0.6,0,0,,3,5,0.6,4,8,12,2,0,1,2,5,9,9.2,7,0.625,0.6,0.0,1.0,12.6,28.5,20.0,8.9,0.0,2.5,21.7,12.9,118.0,102.0,-2.5
"Sat, Dec 26, 2020",Golden 1 Center,Phoenix Suns,Sacramento Kings,Phoenix Suns,False,Sacramento Kings,Mikal Bridges,bridgmi01,26.816666666666666,4,8,0.5,1,5,0.2,0,0,,1,2,3,1,1,3,0,2,9,9.3,2,0.563,0.563,0.625,0.0,3.5,8.0,5.6,5.3,1.8,8.5,0.0,12.5,119.0,103.0,4.7
"Sat, Dec 26, 2020",Golden 1 Center,Phoenix Suns,Sacramento Kings,Phoenix Suns,False,Sacramento Kings,Cameron Johnson,johnsca02,25.05,3,10,0.3,2,8,0.25,0,0,,1,1,2,1,1,0,0,1,8,4.5,-10,0.4,0.4,0.8,0.0,3.8,4.3,4.0,5.4,1.9,0.0,0.0,16.7,90.0,108.0,-2.9
"Sat, Dec 26, 2020",Golden 1 Center,Phoenix Suns,Sacramento Kings,Phoenix Suns,False,Sacramento Kings,Damian Jones,jonesda03,15.45,1,3,0.333,0,0,,0,0,,0,2,2,0,0,0,0,2,2,0.1,-10,0.333,0.333,0.0,0.0,0.0,13.8,6.5,0.0,0.0,0.0,0.0,8.1,69.0,109.0,-9.9
"Sat, Dec 26, 2020",Golden 1 Center,Phoenix Suns,Sacramento Kings,Phoenix Suns,False,Sacramento Kings,Cameron Payne,payneca01,15.216666666666667,4,7,0.571,0,1,0.0,0,0,,0,1,1,4,1,0,2,2,8,6.0,-2,0.571,0.571,0.143,0.0,0.0,7.0,3.3,44.5,3.1,0.0,22.2,24.7,100.0,104.0,1.7
"Sat, Dec 26, 2020",Golden 1 Center,Phoenix Suns,Sacramento Kings,Phoenix Suns,False,Sacramento Kings,Langston Galloway,gallola01,9.766666666666667,0,3,0.0,0,2,0.0,0,0,,0,0,0,0,0,0,0,0,0,-2.1,-3,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,114.0,-18.8
"Sat, Dec 26, 2020",Golden 1 Center,Phoenix Suns,Sacramento Kings,Phoenix Suns,False,Sacramento Kings,Jevon Carter,carteje01,7.3,1,6,0.167,0,5,0.0,0,0,,0,1,1,0,1,0,0,0,2,-0.5,-3,0.167,0.167,0.833,0.0,0.0,14.6,6.8,0.0,6.5,0.0,0.0,34.4,36.0,95.0,-15.9
"Sat, Dec 26, 2020",Golden 1 Center,Phoenix Suns,Sacramento Kings,Phoenix Suns,False,Sacramento Kings,Jalen Smith,smithja04,4.083333333333333,0,2,0.0,0,1,0.0,0,0,,2,0,2,0,0,0,0,0,0,0.0,3,0.0,0.0,0.5,0.0,46.1,0.0,24.5,0.0,0.0,0.0,0.0,20.5,61.0,114.0,-19.6
"Sat, Dec 26, 2020",Golden 1 Center,Phoenix Suns,Sacramento Kings,Phoenix Suns,False,Sacramento Kings,Frank Kaminsky,kaminfr01,2.6166666666666667,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,1,0,-0.8,0,0.0,0.0,1.0,0.0,0.0,40.8,19.1,0.0,0.0,0.0,0.0,16.0,0.0,98.0,-24.7
"Sat, Dec 26, 2020",Golden 1 Center,Phoenix Suns,Sacramento Kings,Sacramento Kings,True,Phoenix Suns,De'Aaron Fox,foxde01,34.9,7,14,0.5,3,7,0.429,7,8,0.875,1,3,4,7,1,2,5,2,24,19.7,-3,0.685,0.607,0.5,0.571,3.1,8.1,5.7,32.8,1.4,5.1,22.2,26.1,120.0,102.0,10.6
"Sat, Dec 26, 2020",Golden 1 Center,Phoenix Suns,Sacramento Kings,Sacramento Kings,True,Phoenix Suns,Buddy Hield,hieldbu01,34.68333333333333,4,14,0.286,2,7,0.286,4,6,0.667,1,3,4,0,1,0,1,3,14,5.4,1,0.421,0.357,0.5,0.429,3.1,8.1,5.8,0.0,1.4,0.0,5.7,20.6,94.0,105.0,-5.0
"Sat, Dec 26, 2020",Golden 1 Center,Phoenix Suns,Sacramento Kings,Sacramento Kings,True,Phoenix Suns,Harrison Barnes,barneha02,34.13333333333333,5,14,0.357,0,2,0.0,1,1,1.0,1,10,11,2,0,1,2,0,11,7.0,2,0.381,0.357,0.143,0.071,3.1,27.6,16.1,8.8,0.0,2.6,12.2,19.5,83.0,101.0,-3.7
"Sat, Dec 26, 2020",Golden 1 Center,Phoenix Suns,Sacramento Kings,Sacramento Kings,True,Phoenix Suns,Richaun Holmes,holmeri01,24.033333333333335,3,5,0.6,0,0,,5,5,1.0,3,6,9,1,1,0,4,4,11,8.7,-1,0.764,0.6,0.0,1.0,13.3,23.5,18.7,6.1,2.0,0.0,35.7,18.9,109.0,99.0,-0.9
"Sat, Dec 26, 2020",Golden 1 Center,Phoenix Suns,Sacramento Kings,Sacramento Kings,True,Phoenix Suns,Marvin Bagley III,baglema01,20.7,5,10,0.5,0,1,0.0,3,7,0.429,6,5,11,1,0,0,3,3,13,8.6,-3,0.497,0.5,0.1,0.7,30.9,22.7,26.6,8.5,0.0,0.0,18.7,31.5,98.0,104.0,-4.2
"Sat, Dec 26, 2020",Golden 1 Center,Phoenix Suns,Sacramento Kings,Sacramento Kings,True,Phoenix Suns,Tyrese Haliburton,halibty01,26.15,1,4,0.25,0,3,0.0,0,0,,0,2,2,5,0,1,1,2,2,2.6,6,0.25,0.25,0.75,0.0,0.0,7.2,3.8,24.7,0.0,3.4,20.0,7.7,85.0,106.0,-4.1
"Sat, Dec 26, 2020",Golden 1 Center,Phoenix Suns,Sacramento Kings,Sacramento Kings,True,Phoenix Suns,Cory Joseph,josepco01,19.133333333333333,1,8,0.125,0,2,0.0,1,2,0.5,0,3,3,1,0,1,1,2,3,-2.1,-2,0.169,0.125,0.25,0.25,0.0,14.8,7.8,6.9,0.0,4.6,10.1,20.9,44.0,103.0,-14.3
"Sat, Dec 26, 2020",Golden 1 Center,Phoenix Suns,Sacramento Kings,Sacramento Kings,True,Phoenix Suns,Nemanja Bjelica,bjeline01,15.65,5,6,0.833,0,0,,2,2,1.0,1,0,1,2,0,1,0,3,12,11.4,8,0.872,0.833,0.0,0.333,6.8,0.0,3.2,25.9,0.0,5.7,0.0,17.8,185.0,106.0,16.0
"Sat, Dec 26, 2020",Golden 1 Center,Phoenix Suns,Sacramento Kings,Sacramento Kings,True,Phoenix Suns,Glenn Robinson III,robingl02,15.35,4,6,0.667,0,1,0.0,0,0,,0,3,3,0,0,1,0,1,8,6.6,4,0.667,0.667,0.167,0.0,0.0,18.4,9.8,0.0,0.0,5.8,0.0,15.8,137.0,101.0,5.7
"Sat, Dec 26, 2020",Golden 1 Center,Phoenix Suns,Sacramento Kings,Sacramento Kings,True,Phoenix Suns,Hassan Whiteside,whiteha01,15.266666666666667,4,5,0.8,0,0,,0,2,0.0,2,6,8,1,1,2,1,2,8,9.8,3,0.68,0.8,0.0,0.4,14.0,37.0,26.2,11.9,3.1,11.6,14.5,18.3,119.0,85.0,12.4
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Dallas Mavericks,False,Los Angeles Clippers,Josh Richardson,richajo01,26.7,8,13,0.615,4,8,0.5,1,1,1.0,2,1,3,2,1,0,0,3,21,18.0,22,0.781,0.769,0.615,0.077,8.6,3.7,6.0,12.6,2.0,0.0,0.0,23.0,164.0,85.0,13.9
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Dallas Mavericks,False,Los Angeles Clippers,Luka DonÄiÄ,doncilu01,25.916666666666668,8,18,0.444,0,5,0.0,8,9,0.889,0,9,9,8,1,0,2,0,24,21.5,29,0.546,0.444,0.278,0.5,0.0,34.7,18.5,52.6,2.0,0.0,8.3,42.3,122.0,78.0,10.8
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Dallas Mavericks,False,Los Angeles Clippers,Tim Hardaway Jr.,hardati02,22.983333333333334,7,14,0.5,4,8,0.5,0,0,,0,5,5,2,2,0,0,2,18,15.1,27,0.643,0.643,0.571,0.0,0.0,21.8,11.6,14.7,4.6,0.0,0.0,27.9,134.0,75.0,13.3
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Dallas Mavericks,False,Los Angeles Clippers,Dorian Finney-Smith,finnedo01,18.033333333333335,2,4,0.5,2,4,0.5,2,2,1.0,0,1,1,1,0,0,0,1,8,6.6,25,0.82,0.75,1.0,0.5,0.0,5.5,3.0,7.1,0.0,0.0,0.0,12.4,174.0,89.0,5.8
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Dallas Mavericks,False,Los Angeles Clippers,Dwight Powell,poweldw01,17.9,1,1,1.0,0,0,,2,2,1.0,1,3,4,0,1,0,1,2,4,4.5,12,1.064,1.0,0.0,2.0,6.4,16.8,11.9,0.0,2.9,0.0,34.7,7.4,145.0,80.0,-0.3
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Dallas Mavericks,False,Los Angeles Clippers,James Johnson,johnsja01,20.4,1,6,0.167,1,3,0.333,2,2,1.0,2,6,8,3,2,0,0,2,5,7.7,25,0.363,0.25,0.5,0.333,11.2,29.4,20.9,17.4,5.2,0.0,0.0,15.4,120.0,72.0,5.2
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Dallas Mavericks,False,Los Angeles Clippers,Willie Cauley-Stein,caulewi01,18.016666666666666,3,5,0.6,0,1,0.0,3,3,1.0,4,2,6,2,0,1,0,0,9,12.2,31,0.712,0.6,0.2,0.6,25.4,11.1,17.8,15.2,0.0,6.2,0.0,16.1,176.0,83.0,11.6
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Dallas Mavericks,False,Los Angeles Clippers,Trey Burke,burketr01,17.5,2,3,0.667,1,2,0.5,0,0,,0,2,2,1,1,0,1,0,5,5.0,28,0.833,0.833,0.667,0.0,0.0,11.4,6.1,7.3,3.0,0.0,25.0,10.5,120.0,81.0,3.2
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Dallas Mavericks,False,Los Angeles Clippers,Maxi Kleber,klebima01,17.066666666666666,1,2,0.5,1,2,0.5,2,2,1.0,0,5,5,1,0,1,0,2,5,6.1,26,0.868,0.75,1.0,1.0,0.0,29.3,15.6,7.0,0.0,6.5,0.0,7.7,189.0,79.0,7.1
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Dallas Mavericks,False,Los Angeles Clippers,Jalen Brunson,brunsja01,13.316666666666666,4,6,0.667,1,3,0.333,2,2,1.0,0,2,2,3,0,0,0,0,11,11.1,20,0.799,0.75,0.5,0.333,0.0,15.0,8.0,37.8,0.0,0.0,0.0,23.6,174.0,87.0,17.6
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Dallas Mavericks,False,Los Angeles Clippers,Wes Iwundu,iwundwe01,11.566666666666666,3,6,0.5,0,2,0.0,0,0,,0,1,1,0,1,0,0,1,6,3.9,2,0.5,0.5,0.333,0.0,0.0,8.6,4.6,0.0,4.6,0.0,0.0,23.7,101.0,78.0,-2.8
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Dallas Mavericks,False,Los Angeles Clippers,Josh Green,greenjo02,11.566666666666666,1,3,0.333,0,0,,2,2,1.0,0,2,2,2,0,0,1,0,4,3.3,2,0.515,0.333,0.0,0.667,0.0,17.3,9.2,21.4,0.0,0.0,20.5,19.3,105.0,86.0,-1.7
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Dallas Mavericks,False,Los Angeles Clippers,Boban MarjanoviÄ,marjabo01,10.266666666666667,2,4,0.5,0,2,0.0,0,2,0.0,2,3,5,0,0,0,1,0,4,2.5,4,0.41,0.5,0.5,0.5,22.3,29.2,26.0,0.0,0.0,0.0,17.0,26.2,87.0,84.0,-11.1
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Dallas Mavericks,False,Los Angeles Clippers,Tyrell Terry,terryty01,8.766666666666667,0,2,0.0,0,1,0.0,0,0,,0,1,1,0,1,0,0,1,0,-0.5,2,0.0,0.0,0.5,0.0,0.0,11.4,6.1,0.0,6.0,0.0,0.0,10.4,0.0,74.0,-9.9
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Los Angeles Clippers,True,Dallas Mavericks,Luke Kennard,kennalu01,29.0,3,11,0.273,1,6,0.167,0,0,,0,2,2,1,1,0,2,2,7,0.0,-29,0.318,0.318,0.545,0.0,0.0,7.9,3.7,7.9,1.8,0.0,15.4,22.2,55.0,136.0,-11.4
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Los Angeles Clippers,True,Dallas Mavericks,Paul George,georgpa01,24.15,4,13,0.308,0,6,0.0,7,8,0.875,0,2,2,4,0,0,4,1,15,6.1,-22,0.454,0.308,0.462,0.615,0.0,9.5,4.4,44.0,0.0,0.0,19.5,42.1,80.0,139.0,-4.1
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Los Angeles Clippers,True,Dallas Mavericks,Patrick Beverley,beverpa01,21.916666666666668,0,2,0.0,0,2,0.0,2,2,1.0,0,2,2,0,0,0,1,4,2,-1.4,-23,0.347,0.0,1.0,1.0,0.0,10.4,4.9,0.0,0.0,0.0,25.8,8.8,54.0,139.0,-15.4
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Los Angeles Clippers,True,Dallas Mavericks,Nicolas Batum,batumni01,21.5,2,4,0.5,0,1,0.0,0,0,,1,5,6,1,0,0,1,2,4,3.1,-17,0.5,0.5,0.25,0.0,4.7,26.6,14.9,10.4,0.0,0.0,20.0,11.5,88.0,134.0,-7.0
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Los Angeles Clippers,True,Dallas Mavericks,Serge Ibaka,ibakase01,19.533333333333335,6,11,0.545,0,4,0.0,1,2,0.5,1,8,9,1,0,1,0,2,13,11.0,-14,0.547,0.545,0.364,0.182,5.1,46.8,24.6,21.8,0.0,5.3,0.0,30.2,108.0,125.0,8.2
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Los Angeles Clippers,True,Dallas Mavericks,Terance Mann,mannte01,23.85,2,8,0.25,0,2,0.0,0,0,,0,3,3,2,0,0,1,2,4,-0.3,-29,0.25,0.25,0.25,0.0,0.0,14.4,6.7,18.3,0.0,0.0,11.1,18.7,52.0,138.0,-12.2
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Los Angeles Clippers,True,Dallas Mavericks,Reggie Jackson,jacksre01,20.9,3,6,0.5,2,5,0.4,0,0,,0,3,3,1,0,0,2,0,8,4.6,-21,0.667,0.667,0.833,0.0,0.0,16.4,7.7,12.0,0.0,0.0,25.0,19.0,92.0,137.0,-2.8
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Los Angeles Clippers,True,Dallas Mavericks,Amir Coffey,coffeam01,17.65,0,5,0.0,0,2,0.0,1,2,0.5,1,0,1,2,0,0,0,1,1,-1.2,-8,0.085,0.0,0.4,0.4,5.7,0.0,3.0,20.9,0.0,0.0,0.0,16.5,41.0,142.0,-13.5
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Los Angeles Clippers,True,Dallas Mavericks,Ivica Zubac,zubaciv01,16.466666666666665,3,4,0.75,0,0,,4,4,1.0,1,1,2,0,0,0,0,1,10,9.0,-33,0.868,0.75,0.0,1.0,6.1,6.9,6.5,0.0,0.0,0.0,0.0,17.3,180.0,140.0,6.2
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Los Angeles Clippers,True,Dallas Mavericks,Mfiondu Kabengele,kabenmf01,15.183333333333334,1,3,0.333,1,3,0.333,2,2,1.0,0,2,2,0,1,0,0,2,5,4.1,-5,0.644,0.5,1.0,0.667,0.0,15.1,7.0,0.0,3.5,0.0,0.0,12.7,130.0,130.0,1.3
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Los Angeles Clippers,True,Dallas Mavericks,Daniel Oturu,oturuda01,12.0,2,4,0.5,0,1,0.0,0,0,,0,2,2,0,0,1,1,2,4,1.5,-4,0.5,0.5,0.25,0.0,0.0,19.0,8.9,0.0,0.0,8.7,20.0,20.7,73.0,131.0,-7.9
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Los Angeles Clippers,True,Dallas Mavericks,Lou Williams,willilo02,9.0,0,4,0.0,0,0,,0,0,,1,0,1,1,0,0,0,0,0,-1.4,-24,0.0,0.0,0.0,0.0,11.1,0.0,5.9,20.5,0.0,0.0,0.0,22.0,25.0,142.0,-17.9
"Sun, Dec 27, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Clippers,Los Angeles Clippers,True,Dallas Mavericks,Patrick Patterson,pattepa01,8.85,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,0,-0.4,-26,0.0,0.0,1.0,0.0,0.0,12.9,6.0,0.0,0.0,0.0,0.0,5.6,0.0,138.0,-12.3
"Sun, Dec 27, 2020",Smoothie King Center,San Antonio Spurs,New Orleans Pelicans,New Orleans Pelicans,True,San Antonio Spurs,Zion Williamson,willizi01,38.05,7,22,0.318,0,1,0.0,4,7,0.571,5,6,11,0,5,1,1,3,18,13.0,-1,0.359,0.318,0.045,0.318,11.3,16.1,13.5,0.0,6.3,2.4,3.8,28.7,83.0,84.0,1.2
"Sun, Dec 27, 2020",Smoothie King Center,San Antonio Spurs,New Orleans Pelicans,New Orleans Pelicans,True,San Antonio Spurs,Lonzo Ball,balllo01,37.416666666666664,7,14,0.5,1,5,0.2,1,2,0.5,1,7,8,5,5,0,2,2,16,17.1,8,0.538,0.536,0.357,0.143,2.3,19.1,10.0,23.7,6.4,0.0,11.8,18.9,106.0,86.0,7.5
"Sun, Dec 27, 2020",Smoothie King Center,San Antonio Spurs,New Orleans Pelicans,New Orleans Pelicans,True,San Antonio Spurs,Brandon Ingram,ingrabr01,35.25,9,23,0.391,2,5,0.4,8,10,0.8,2,9,11,6,0,1,3,1,28,20.3,15,0.511,0.435,0.217,0.435,4.9,26.1,14.5,34.4,0.0,2.6,9.9,36.1,106.0,97.0,8.7
"Sun, Dec 27, 2020",Smoothie King Center,San Antonio Spurs,New Orleans Pelicans,New Orleans Pelicans,True,San Antonio Spurs,Steven Adams,adamsst01,30.85,4,7,0.571,0,0,,0,2,0.0,3,6,9,3,0,1,0,1,8,10.2,18,0.508,0.571,0.0,0.286,8.3,19.9,13.6,15.7,0.0,2.9,0.0,10.7,123.0,97.0,2.5
"Sun, Dec 27, 2020",Smoothie King Center,San Antonio Spurs,New Orleans Pelicans,New Orleans Pelicans,True,San Antonio Spurs,Eric Bledsoe,bledser01,28.366666666666667,3,11,0.273,1,5,0.2,0,0,,1,1,2,0,1,1,1,1,7,1.8,-4,0.318,0.318,0.455,0.0,3.0,3.6,3.3,0.0,1.7,3.2,8.3,17.7,67.0,95.0,-7.1
"Sun, Dec 27, 2020",Smoothie King Center,San Antonio Spurs,New Orleans Pelicans,New Orleans Pelicans,True,San Antonio Spurs,Josh Hart,hartjo01,32.983333333333334,3,6,0.5,1,2,0.5,5,5,1.0,1,9,10,0,0,0,0,3,12,11.2,10,0.732,0.583,0.333,0.833,2.6,27.9,14.1,0.0,0.0,0.0,0.0,10.4,159.0,99.0,0.5
"Sun, Dec 27, 2020",Smoothie King Center,San Antonio Spurs,New Orleans Pelicans,New Orleans Pelicans,True,San Antonio Spurs,JJ Redick,redicjj01,19.933333333333334,1,8,0.125,0,6,0.0,1,1,1.0,0,1,1,1,0,0,0,1,3,-1.6,-16,0.178,0.125,0.75,0.125,0.0,5.1,2.3,7.2,0.0,0.0,0.0,17.7,47.0,102.0,-14.3
"Sun, Dec 27, 2020",Smoothie King Center,San Antonio Spurs,New Orleans Pelicans,New Orleans Pelicans,True,San Antonio Spurs,Jaxson Hayes,hayesja02,17.15,2,3,0.667,0,0,,2,2,1.0,0,4,4,0,0,0,1,4,6,3.3,-15,0.773,0.667,0.0,0.667,0.0,23.8,10.9,0.0,0.0,0.0,20.5,11.9,122.0,100.0,-6.1
"Sun, Dec 27, 2020",Smoothie King Center,San Antonio Spurs,New Orleans Pelicans,San Antonio Spurs,False,New Orleans Pelicans,Lonnie Walker IV,walkelo01,34.13333333333333,6,14,0.429,4,7,0.571,0,0,,0,2,2,1,0,1,0,4,16,9.0,-13,0.571,0.571,0.5,0.0,0.0,5.0,2.7,4.8,0.0,2.0,0.0,18.3,105.0,104.0,0.6
"Sun, Dec 27, 2020",Smoothie King Center,San Antonio Spurs,New Orleans Pelicans,San Antonio Spurs,False,New Orleans Pelicans,DeMar DeRozan,derozde01,31.05,3,12,0.25,0,4,0.0,2,2,1.0,0,3,3,10,0,1,2,5,8,5.4,-18,0.311,0.25,0.333,0.167,0.0,8.3,4.5,46.3,0.0,2.2,13.4,21.4,82.0,103.0,-5.8
"Sun, Dec 27, 2020",Smoothie King Center,San Antonio Spurs,New Orleans Pelicans,San Antonio Spurs,False,New Orleans Pelicans,Dejounte Murray,murrade01,31.033333333333335,6,9,0.667,1,3,0.333,0,0,,0,7,7,3,2,0,6,1,13,8.9,-6,0.722,0.722,0.333,0.0,0.0,19.3,10.5,16.2,3.1,0.0,40.0,21.6,80.0,94.0,-1.5
"Sun, Dec 27, 2020",Smoothie King Center,San Antonio Spurs,New Orleans Pelicans,San Antonio Spurs,False,New Orleans Pelicans,Keldon Johnson,johnske04,30.783333333333335,5,10,0.5,2,5,0.4,2,2,1.0,2,9,11,5,1,2,2,3,14,15.8,3,0.643,0.6,0.5,0.2,6.6,25.1,16.7,25.8,1.5,4.5,15.5,18.7,119.0,91.0,10.2
"Sun, Dec 27, 2020",Smoothie King Center,San Antonio Spurs,New Orleans Pelicans,San Antonio Spurs,False,New Orleans Pelicans,LaMarcus Aldridge,aldrila01,20.25,2,7,0.286,0,2,0.0,0,0,,1,3,4,1,0,2,2,3,4,0.4,-16,0.286,0.286,0.286,0.0,5.0,12.7,9.2,7.1,0.0,6.8,22.2,19.8,54.0,98.0,-10.2
"Sun, Dec 27, 2020",Smoothie King Center,San Antonio Spurs,New Orleans Pelicans,San Antonio Spurs,False,New Orleans Pelicans,Rudy Gay,gayru01,28.116666666666667,9,20,0.45,2,8,0.25,2,2,1.0,1,5,6,2,2,2,1,2,22,16.8,9,0.527,0.5,0.4,0.1,3.6,15.2,9.9,15.1,3.4,4.9,4.6,34.7,98.0,91.0,9.4
"Sun, Dec 27, 2020",Smoothie King Center,San Antonio Spurs,New Orleans Pelicans,San Antonio Spurs,False,New Orleans Pelicans,Jakob Poeltl,poeltja01,23.316666666666666,4,6,0.667,0,0,,0,0,,0,8,8,0,0,2,1,3,8,7.0,15,0.667,0.667,0.0,0.0,0.0,29.4,16.0,0.0,0.0,5.9,14.3,13.4,100.0,92.0,-0.6
